chrom	start	end	region_id	values
chr1	6094821	6094822	H1hesc_4_35_chr1_6094735	neutral
chr1	6187976	6187977	K562_1_180_chr1_6187915	activating
chr1	6269011	6269012	Huvec_4_115_chr1_6268915	neutral
chr1	6580571	6580572	K562_8_167_chr1_6580495	activating
chr1	6669856	6669857	K562_5_733_chr1_6669895	neutral
chr1	6706536	6706537	Huvec_17_10_chr1_6706555	neutral
chr1	6804106	6804107	Huvec_5_1184_chr1_6804075	neutral
chr1	7729711	7729712	K562_12_145_chr1_7729755	neutral
chr1	7750821	7750822	Hepg2_20_35_chr1_7750735	neutral
chr1	7812716	7812717	Hepg2_8_338_chr1_7812675	neutral
chr1	7913091	7913092	K562_9_356_chr1_7913055	neutral
chr1	8009156	8009157	H1hesc_9_2_chr1_8009135	neutral
chr1	8100846	8100847	Hepg2_5_521_chr1_8100815	neutral
chr1	8116236	8116237	K562_22_14_chr1_8116235	neutral
chr1	8177111	8177112	Hepg2_5_662_chr1_8177115	neutral
chr1	8181526	8181527	K562_5_311_chr1_8181555	neutral
chr1	8225841	8225842	H1hesc_6_14_chr1_8225915	activating
chr1	8272246	8272247	Huvec_1_198_chr1_8272175	activating
chr1	8320001	8320002	H1hesc_8_566_chr1_8319895	neutral
chr1	8433831	8433832	Huvec_5_1169_chr1_8433795	neutral
chr1	8524686	8524687	H1hesc_6_48_chr1_8524615	neutral
chr1	8631796	8631797	Hepg2_5_90_chr1_8631875	neutral
chr1	8849856	8849857	H1hesc_8_472_chr1_8849835	neutral
chr1	8874256	8874257	K562_5_441_chr1_8874255	neutral
chr1	8877811	8877812	H1hesc_1_133_chr1_8877795	activating
chr1	8917326	8917327	Hepg2_5_218_chr1_8917355	neutral
chr1	8922706	8922707	H1hesc_25_35_chr1_8922735	activating
chr1	8939346	8939347	H1hesc_1_150_chr1_8939315	neutral
chr1	8963826	8963827	K562_8_117_chr1_8963735	neutral
chr1	9023191	9023192	H1hesc_12_171_chr1_9023195	activating
chr1	9202461	9202462	Huvec_12_49_chr1_9202435	activating
chr1	9302576	9302577	Hepg2_5_198_chr1_9302495	neutral
chr1	9599371	9599372	Hepg2_1_128_chr1_9599435	activating
chr1	10094591	10094592	Huvec_1_127_chr1_10094655	neutral
chr1	10221161	10221162	H1hesc_16_1_chr1_10221115	neutral
chr1	10239281	10239282	H1hesc_5_866_chr1_10239235	neutral
chr1	10488286	10488287	Huvec_12_225_chr1_10488275	neutral
chr1	10493091	10493092	H1hesc_18_35_chr1_10493095	neutral
chr1	10554871	10554872	K562_25_24_chr1_10554875	neutral
chr1	10746876	10746877	Hepg2_5_685_chr1_10746895	neutral
chr1	11021286	11021287	Hepg2_8_96_chr1_11021275	neutral
chr1	11323511	11323512	Hepg2_2_1_chr1_11323515	neutral
chr1	11779901	11779902	Hepg2_4_35_chr1_11779915	neutral
chr1	11793556	11793557	K562_23_7_chr1_11793475	neutral
chr1	11796606	11796607	H1hesc_1_34_chr1_11796635	neutral
chr1	11901441	11901442	K562_5_1138_chr1_11901295	neutral
chr1	11968361	11968362	Hepg2_1_71_chr1_11968355	neutral
chr1	11968496	11968497	K562_1_1_chr1_11968495	neutral
chr1	11986551	11986552	K562_1_15_chr1_11986555	activating
chr1	12004476	12004477	H1hesc_5_749_chr1_12004515	neutral
chr1	12542311	12542312	K562_5_1174_chr1_12542215	neutral
chr1	12555916	12555917	K562_1_68_chr1_12555915	neutral
chr1	12601806	12601807	K562_5_185_chr1_12601735	activating
chr1	12609961	12609962	H1hesc_10_7_chr1_12609975	activating
chr1	12634096	12634097	K562_14_21_chr1_12634055	activating
chr1	12664526	12664527	Hepg2_25_43_chr1_12664555	activating
chr1	13909671	13909672	H1hesc_4_121_chr1_13909675	neutral
chr1	14084486	14084487	K562_19_16_chr1_14084395	neutral
chr1	15251281	15251282	Hepg2_1_118_chr1_15251135	neutral
chr1	15279521	15279522	Hepg2_5_578_chr1_15279415	neutral
chr1	15364961	15364962	Hepg2_12_306_chr1_15364855	neutral
chr1	15433236	15433237	K562_9_99_chr1_15433275	neutral
chr1	15694756	15694757	Hepg2_8_163_chr1_15694795	neutral
chr1	15803656	15803657	K562_9_262_chr1_15803655	neutral
chr1	15898401	15898402	Huvec_8_180_chr1_15898375	neutral
chr1	15983731	15983732	Huvec_5_1058_chr1_15983675	neutral
chr1	16085656	16085657	Hepg2_4_71_chr1_16085655	neutral
chr1	16126881	16126882	K562_5_875_chr1_16126875	neutral
chr1	16292041	16292042	Huvec_5_723_chr1_16292055	neutral
chr1	16375096	16375097	Huvec_4_58_chr1_16375215	neutral
chr1	16489086	16489087	H1hesc_4_102_chr1_16489075	activating
chr1	16669251	16669252	K562_25_39_chr1_16669295	neutral
chr1	16690036	16690037	Hepg2_8_21_chr1_16690055	neutral
chr1	17232016	17232017	H1hesc_5_1_chr1_17231955	neutral
chr1	17232046	17232047	Hepg2_5_1031_chr1_17232055	neutral
chr1	17829046	17829047	Huvec_12_165_chr1_17829035	neutral
chr1	17878601	17878602	Huvec_7_42_chr1_17878615	neutral
chr1	17895806	17895807	K562_8_577_chr1_17895835	activating
chr1	17896086	17896087	H1hesc_5_903_chr1_17896075	neutral
chr1	18417336	18417337	H1hesc_5_236_chr1_18417335	activating
chr1	18427326	18427327	H1hesc_12_289_chr1_18427195	neutral
chr1	19002916	19002917	H1hesc_8_425_chr1_19002915	neutral
chr1	19201931	19201932	Huvec_12_107_chr1_19201935	neutral
chr1	19210785	19210786	Huvec_12_213_chr1_19210815	neutral
chr1	19233856	19233857	Hepg2_12_225_chr1_19233855	neutral
chr1	19267941	19267942	Huvec_5_396_chr1_19267935	neutral
chr1	19382651	19382652	Huvec_20_18_chr1_19382675	neutral
chr1	19422931	19422932	Huvec_12_12_chr1_19422915	neutral
chr1	19753891	19753892	Hepg2_5_1182_chr1_19753875	neutral
chr1	19795016	19795017	Hepg2_8_119_chr1_19795015	activating
chr1	19988276	19988277	K562_12_270_chr1_19988375	neutral
chr1	20047541	20047542	H1hesc_8_181_chr1_20047615	neutral
chr1	20275786	20275787	Hepg2_9_84_chr1_20275655	neutral
chr1	20390626	20390627	Huvec_8_31_chr1_20390635	neutral
chr1	20617291	20617292	K562_20_12_chr1_20617275	neutral
chr1	20730161	20730162	H1hesc_21_5_chr1_20730155	neutral
chr1	20811216	20811217	H1hesc_4_155_chr1_20811095	neutral
chr1	20924231	20924232	Huvec_9_387_chr1_20924255	neutral
chr1	20928071	20928072	Huvec_8_171_chr1_20928135	neutral
chr1	20953211	20953212	H1hesc_8_443_chr1_20953255	activating
chr1	21032271	21032272	K562_8_348_chr1_21032135	neutral
chr1	21223461	21223462	Hepg2_8_56_chr1_21223455	neutral
chr1	21349206	21349207	Hepg2_5_507_chr1_21349255	neutral
chr1	21358421	21358422	Huvec_16_9_chr1_21358435	neutral
chr1	21501976	21501977	K562_1_167_chr1_21502075	neutral
chr1	21571721	21571722	H1hesc_12_51_chr1_21571635	neutral
chr1	21596861	21596862	Huvec_25_47_chr1_21596875	activating
chr1	21762546	21762547	H1hesc_20_1_chr1_21762535	neutral
chr1	21934531	21934532	K562_5_724_chr1_21934535	activating
chr1	22112336	22112337	K562_5_450_chr1_22112255	neutral
chr1	22138716	22138717	Huvec_5_0_chr1_22138695	neutral
chr1	22213426	22213427	K562_5_213_chr1_22213535	neutral
chr1	22236536	22236537	H1hesc_5_99_chr1_22236515	neutral
chr1	22239841	22239842	H1hesc_5_673_chr1_22239915	neutral
chr1	22260251	22260252	H1hesc_5_610_chr1_22260335	neutral
chr1	22261416	22261417	Hepg2_9_10_chr1_22261375	neutral
chr1	22349536	22349537	K562_8_131_chr1_22349515	neutral
chr1	22352481	22352482	K562_1_19_chr1_22352515	activating
chr1	22376376	22376377	K562_5_290_chr1_22376395	neutral
chr1	22416371	22416372	H1hesc_5_1031_chr1_22416455	neutral
chr1	22432241	22432242	Huvec_25_3_chr1_22432295	neutral
chr1	22743181	22743182	Huvec_12_203_chr1_22743235	neutral
chr1	23290966	23290967	H1hesc_12_188_chr1_23290855	neutral
chr1	23441176	23441177	K562_5_726_chr1_23441315	neutral
chr1	23442981	23442982	Hepg2_5_538_chr1_23442855	neutral
chr1	23504141	23504142	Hepg2_4_44_chr1_23504255	neutral
chr1	23575221	23575222	Hepg2_3_44_chr1_23575115	neutral
chr1	23604316	23604317	K562_18_24_chr1_23604375	neutral
chr1	23697471	23697472	K562_5_388_chr1_23697395	activating
chr1	23703956	23703957	Hepg2_1_122_chr1_23704035	neutral
chr1	23730626	23730627	K562_5_1133_chr1_23730595	neutral
chr1	23866566	23866567	Huvec_4_2_chr1_23866475	activating
chr1	23871361	23871362	Huvec_12_120_chr1_23871375	activating
chr1	24054126	24054127	Hepg2_5_146_chr1_24054115	neutral
chr1	24092466	24092467	Hepg2_8_62_chr1_24092435	neutral
chr1	24099451	24099452	K562_5_706_chr1_24099475	neutral
chr1	24480941	24480942	H1hesc_8_46_chr1_24480895	neutral
chr1	24691901	24691902	Huvec_10_38_chr1_24691855	activating
chr1	24867726	24867727	Hepg2_5_275_chr1_24867695	neutral
chr1	24966421	24966422	Hepg2_5_322_chr1_24966515	neutral
chr1	25005111	25005112	K562_18_7_chr1_25005235	neutral
chr1	25010406	25010407	Hepg2_10_25_chr1_25010375	activating
chr1	25034371	25034372	Hepg2_9_375_chr1_25034375	neutral
chr1	25046831	25046832	Huvec_5_255_chr1_25046755	activating
chr1	25130906	25130907	Hepg2_23_42_chr1_25130935	neutral
chr1	25224746	25224747	H1hesc_12_306_chr1_25224835	neutral
chr1	25466811	25466812	K562_20_2_chr1_25466875	neutral
chr1	25523966	25523967	Hepg2_1_55_chr1_25523935	neutral
chr1	26022591	26022592	H1hesc_8_75_chr1_26022575	neutral
chr1	26033806	26033807	H1hesc_5_733_chr1_26033875	neutral
chr1	26034136	26034137	K562_8_362_chr1_26034095	neutral
chr1	26137466	26137467	Huvec_25_10_chr1_26137495	neutral
chr1	26222066	26222067	K562_25_38_chr1_26222055	activating
chr1	26450096	26450097	K562_5_1046_chr1_26450075	neutral
chr1	26605606	26605607	Huvec_5_114_chr1_26605555	neutral
chr1	26608696	26608697	Hepg2_18_8_chr1_26608655	neutral
chr1	26648301	26648302	Huvec_12_175_chr1_26648195	neutral
chr1	27016881	27016882	K562_5_542_chr1_27016935	neutral
chr1	27175911	27175912	Huvec_14_9_chr1_27176015	neutral
chr1	27317206	27317207	Huvec_5_149_chr1_27317315	neutral
chr1	27324306	27324307	K562_4_98_chr1_27324315	activating
chr1	27384681	27384682	H1hesc_5_261_chr1_27384675	neutral
chr1	27449336	27449337	H1hesc_8_433_chr1_27449295	activating
chr1	27831891	27831892	K562_5_997_chr1_27831915	neutral
chr1	27896516	27896517	H1hesc_5_1002_chr1_27896415	neutral
chr1	27933041	27933042	K562_5_850_chr1_27933075	activating
chr1	28009146	28009147	Hepg2_2_8_chr1_28009115	neutral
chr1	28183246	28183247	K562_8_373_chr1_28183195	activating
chr1	28194456	28194457	K562_5_89_chr1_28194475	neutral
chr1	28243111	28243112	K562_4_195_chr1_28243175	neutral
chr1	28267021	28267022	K562_8_382_chr1_28267075	activating
chr1	28355731	28355732	Huvec_5_117_chr1_28355735	neutral
chr1	28393311	28393312	K562_6_73_chr1_28393375	neutral
chr1	28402716	28402717	K562_5_401_chr1_28402695	neutral
chr1	28474026	28474027	H1hesc_5_395_chr1_28473995	neutral
chr1	28623361	28623362	H1hesc_5_640_chr1_28623415	neutral
chr1	28696096	28696097	H1hesc_1_69_chr1_28696175	activating
chr1	28833446	28833447	H1hesc_2_29_chr1_28833515	activating
chr1	28879441	28879442	K562_1_153_chr1_28879455	activating
chr1	28880741	28880742	K562_2_28_chr1_28880755	neutral
chr1	28982111	28982112	K562_8_243_chr1_28982135	neutral
chr1	29101856	29101857	Huvec_25_44_chr1_29101815	activating
chr1	29267436	29267437	Huvec_3_2_chr1_29267495	neutral
chr1	29312936	29312937	Huvec_4_24_chr1_29312915	neutral
chr1	29330181	29330182	H1hesc_9_245_chr1_29330215	neutral
chr1	29358776	29358777	K562_14_11_chr1_29358835	neutral
chr1	29609756	29609757	K562_5_285_chr1_29609675	neutral
chr1	29706186	29706187	H1hesc_12_109_chr1_29706195	activating
chr1	30322026	30322027	Hepg2_13_12_chr1_30322015	neutral
chr1	31200966	31200967	K562_5_223_chr1_31200855	neutral
chr1	31202366	31202367	K562_5_449_chr1_31202295	neutral
chr1	31239601	31239602	K562_5_1039_chr1_31239575	neutral
chr1	31274761	31274762	K562_4_33_chr1_31274775	activating
chr1	31627651	31627652	Hepg2_1_106_chr1_31627695	neutral
chr1	31657036	31657037	K562_12_122_chr1_31656975	neutral
chr1	31767681	31767682	Hepg2_3_48_chr1_31767795	neutral
chr1	31849911	31849912	Hepg2_9_94_chr1_31849795	neutral
chr1	31956271	31956272	K562_8_98_chr1_31956375	neutral
chr1	31973881	31973882	Hepg2_5_1016_chr1_31973815	neutral
chr1	32028831	32028832	Huvec_5_684_chr1_32028755	neutral
chr1	32180966	32180967	K562_4_123_chr1_32180915	activating
chr1	32246821	32246822	K562_5_1190_chr1_32246915	neutral
chr1	32255101	32255102	K562_4_141_chr1_32254995	neutral
chr1	32469266	32469267	K562_5_920_chr1_32469315	neutral
chr1	32528191	32528192	Huvec_14_73_chr1_32528215	activating
chr1	32529161	32529162	Huvec_25_7_chr1_32529155	neutral
chr1	33190941	33190942	H1hesc_5_958_chr1_33190975	activating
chr1	33202606	33202607	H1hesc_5_153_chr1_33202655	neutral
chr1	33219481	33219482	Huvec_4_128_chr1_33219475	neutral
chr1	33238826	33238827	Huvec_25_25_chr1_33238755	neutral
chr1	33520826	33520827	Huvec_12_268_chr1_33520875	activating
chr1	33606596	33606597	H1hesc_8_110_chr1_33606495	neutral
chr1	33722641	33722642	K562_4_32_chr1_33722695	neutral
chr1	33844829	33844830	Hepg2_9_16_chr1_33844975	neutral
chr1	33850126	33850127	K562_21_12_chr1_33850135	neutral
chr1	33890006	33890007	Huvec_10_9_chr1_33890035	neutral
chr1	33936296	33936297	Hepg2_12_350_chr1_33936355	neutral
chr1	34642886	34642887	H1hesc_4_79_chr1_34642955	neutral
chr1	35709406	35709407	K562_9_368_chr1_35709515	neutral
chr1	35856476	35856477	H1hesc_5_448_chr1_35856495	neutral
chr1	35965521	35965522	K562_5_704_chr1_35965575	activating
chr1	36107826	36107827	Huvec_1_103_chr1_36107815	neutral
chr1	36173566	36173567	K562_4_179_chr1_36173435	neutral
chr1	36181291	36181292	Huvec_25_4_chr1_36181255	activating
chr1	36644676	36644677	H1hesc_5_367_chr1_36644735	neutral
chr1	36714106	36714107	Hepg2_5_781_chr1_36714135	activating
chr1	36714121	36714122	Huvec_5_635_chr1_36714075	activating
chr1	36735126	36735127	Hepg2_5_176_chr1_36735155	neutral
chr1	36839566	36839567	K562_5_240_chr1_36839555	activating
chr1	36912096	36912097	Hepg2_12_334_chr1_36912115	activating
chr1	37217346	37217347	Hepg2_9_392_chr1_37217355	neutral
chr1	37945431	37945432	K562_5_551_chr1_37945435	activating
chr1	38022501	38022502	K562_5_783_chr1_38022475	activating
chr1	38068901	38068902	H1hesc_12_157_chr1_38068975	activating
chr1	38077371	38077372	Hepg2_20_4_chr1_38077335	neutral
chr1	38088021	38088022	H1hesc_12_9_chr1_38087975	activating
chr1	38356246	38356247	Hepg2_12_332_chr1_38356235	neutral
chr1	38412001	38412002	Huvec_1_14_chr1_38411935	neutral
chr1	38481766	38481767	K562_5_1178_chr1_38481775	neutral
chr1	38497156	38497157	Hepg2_8_216_chr1_38497275	neutral
chr1	38554056	38554057	Hepg2_12_199_chr1_38554155	neutral
chr1	38732016	38732017	Hepg2_8_55_chr1_38732015	neutral
chr1	38955661	38955662	H1hesc_12_387_chr1_38955655	activating
chr1	39210301	39210302	K562_5_880_chr1_39210355	neutral
chr1	39243401	39243402	K562_8_457_chr1_39243415	neutral
chr1	39325531	39325532	K562_1_2_chr1_39325515	activating
chr1	39451346	39451347	H1hesc_5_322_chr1_39451325	neutral
chr1	39599006	39599007	H1hesc_5_50_chr1_39598935	activating
chr1	39607831	39607832	H1hesc_5_4_chr1_39607815	neutral
chr1	39658431	39658432	Hepg2_8_265_chr1_39658315	neutral
chr1	39662676	39662677	Huvec_5_399_chr1_39662695	neutral
chr1	39957351	39957352	Hepg2_4_105_chr1_39957275	neutral
chr1	40123871	40123872	K562_5_82_chr1_40123895	activating
chr1	40265531	40265532	Huvec_8_111_chr1_40265555	neutral
chr1	40364831	40364832	Huvec_4_11_chr1_40364835	activating
chr1	40550426	40550427	K562_25_28_chr1_40550515	neutral
chr1	40784991	40784992	K562_8_402_chr1_40785035	neutral
chr1	40849956	40849957	K562_5_26_chr1_40849975	neutral
chr1	40890386	40890387	K562_17_9_chr1_40890315	neutral
chr1	40900781	40900782	Hepg2_9_263_chr1_40900775	neutral
chr1	40997196	40997197	H1hesc_1_97_chr1_40997255	activating
chr1	41120696	41120697	H1hesc_3_30_chr1_41120735	neutral
chr1	41181581	41181582	Hepg2_5_280_chr1_41181555	neutral
chr1	41334231	41334232	K562_5_479_chr1_41334195	neutral
chr1	41469566	41469567	Hepg2_25_49_chr1_41469595	neutral
chr1	41704321	41704322	Hepg2_8_282_chr1_41704355	neutral
chr1	41734016	41734017	Hepg2_12_117_chr1_41734035	activating
chr1	41797076	41797077	H1hesc_8_17_chr1_41797075	activating
chr1	41826851	41826852	H1hesc_4_95_chr1_41826795	activating
chr1	42249036	42249037	Huvec_5_120_chr1_42248975	neutral
chr1	42383601	42383602	Huvec_4_105_chr1_42383635	neutral
chr1	42638221	42638222	H1hesc_11_10_chr1_42638235	activating
chr1	42642871	42642872	K562_12_81_chr1_42642735	neutral
chr1	42680471	42680472	Hepg2_5_719_chr1_42680375	neutral
chr1	43018721	43018722	H1hesc_5_1170_chr1_43018695	neutral
chr1	43086111	43086112	Hepg2_8_164_chr1_43086135	neutral
chr1	43418361	43418362	K562_1_47_chr1_43418415	activating
chr1	43428436	43428437	H1hesc_5_368_chr1_43428495	neutral
chr1	43476811	43476812	Hepg2_8_490_chr1_43476795	neutral
chr1	43712596	43712597	Hepg2_9_207_chr1_43712695	neutral
chr1	43814811	43814812	H1hesc_1_131_chr1_43814835	neutral
chr1	43831446	43831447	K562_14_15_chr1_43831435	neutral
chr1	43941831	43941832	K562_8_47_chr1_43941935	neutral
chr1	44232706	44232707	H1hesc_5_595_chr1_44232735	neutral
chr1	44242366	44242367	Huvec_16_19_chr1_44242275	neutral
chr1	44351376	44351377	H1hesc_5_498_chr1_44351375	neutral
chr1	44395381	44395382	Hepg2_9_243_chr1_44395415	activating
chr1	44460631	44460632	Hepg2_12_216_chr1_44460655	activating
chr1	44679101	44679102	H1hesc_1_22_chr1_44679095	activating
chr1	44763986	44763987	Hepg2_8_129_chr1_44763915	neutral
chr1	44817676	44817677	K562_6_31_chr1_44817675	neutral
chr1	44951951	44951952	H1hesc_9_143_chr1_44951955	neutral
chr1	45008186	45008187	H1hesc_5_794_chr1_45008215	neutral
chr1	45009596	45009597	H1hesc_5_933_chr1_45009635	neutral
chr1	45121786	45121787	Hepg2_5_474_chr1_45121755	neutral
chr1	45187441	45187442	K562_5_958_chr1_45187375	neutral
chr1	45199071	45199072	K562_6_51_chr1_45199095	neutral
chr1	45257551	45257552	K562_5_97_chr1_45257415	neutral
chr1	45277416	45277417	K562_5_316_chr1_45277535	neutral
chr1	45350526	45350527	Huvec_8_353_chr1_45350655	neutral
chr1	45484446	45484447	H1hesc_12_63_chr1_45484455	neutral
chr1	45600266	45600267	Hepg2_5_934_chr1_45600255	neutral
chr1	45638491	45638492	Hepg2_5_114_chr1_45638455	neutral
chr1	45908111	45908112	Huvec_6_48_chr1_45908055	neutral
chr1	45956956	45956957	H1hesc_1_44_chr1_45956975	activating
chr1	46333601	46333602	Hepg2_5_876_chr1_46333555	neutral
chr1	46391126	46391127	K562_11_2_chr1_46391135	neutral
chr1	46987216	46987217	K562_5_40_chr1_46987215	neutral
chr1	47079401	47079402	H1hesc_5_779_chr1_47079375	neutral
chr1	47082571	47082572	K562_1_161_chr1_47082595	neutral
chr1	47639641	47639642	K562_12_271_chr1_47639695	neutral
chr1	47853816	47853817	Huvec_18_6_chr1_47853775	neutral
chr1	47856691	47856692	Hepg2_5_729_chr1_47856715	neutral
chr1	47969621	47969622	H1hesc_12_219_chr1_47969655	neutral
chr1	48303701	48303702	Hepg2_5_978_chr1_48303775	neutral
chr1	48960191	48960192	Huvec_8_60_chr1_48960215	neutral
chr1	51215771	51215772	K562_12_5_chr1_51215815	neutral
chr1	51339506	51339507	H1hesc_5_422_chr1_51339475	activating
chr1	51636181	51636182	Hepg2_9_313_chr1_51636195	neutral
chr1	51731381	51731382	K562_14_32_chr1_51731375	neutral
chr1	51746611	51746612	K562_5_1065_chr1_51746575	neutral
chr1	52252641	52252642	K562_17_14_chr1_52252655	neutral
chr1	52309791	52309792	K562_14_80_chr1_52309815	neutral
chr1	52344541	52344542	Huvec_1_41_chr1_52344535	activating
chr1	52473126	52473127	H1hesc_5_663_chr1_52473055	activating
chr1	52656349	52656350	Huvec_8_303_chr1_52656495	neutral
chr1	52816746	52816747	H1hesc_5_686_chr1_52816795	neutral
chr1	52882741	52882742	Huvec_15_16_chr1_52882675	neutral
chr1	53019076	53019077	Huvec_1_160_chr1_53019175	neutral
chr1	53037486	53037487	Hepg2_3_35_chr1_53037555	neutral
chr1	53045361	53045362	Hepg2_9_47_chr1_53045355	neutral
chr1	53128796	53128797	H1hesc_5_502_chr1_53128775	neutral
chr1	53149466	53149467	K562_18_22_chr1_53149415	neutral
chr1	53280256	53280257	Hepg2_14_93_chr1_53280355	neutral
chr1	53509201	53509202	H1hesc_9_91_chr1_53509135	neutral
chr1	53626656	53626657	Hepg2_5_489_chr1_53626695	neutral
chr1	53656071	53656072	K562_8_595_chr1_53655955	neutral
chr1	53859226	53859227	H1hesc_12_44_chr1_53859195	activating
chr1	53910426	53910427	K562_12_80_chr1_53910415	activating
chr1	54354406	54354407	Huvec_7_35_chr1_54354375	neutral
chr1	54355546	54355547	K562_1_8_chr1_54355555	activating
chr1	54423131	54423132	Hepg2_14_88_chr1_54423055	neutral
chr1	54494741	54494742	Hepg2_5_816_chr1_54494735	neutral
chr1	54519156	54519157	Huvec_1_106_chr1_54519055	activating
chr1	54603321	54603322	Huvec_8_494_chr1_54603395	activating
chr1	54753051	54753052	K562_5_272_chr1_54753055	activating
chr1	54764561	54764562	Huvec_8_565_chr1_54764555	neutral
chr1	54771901	54771902	K562_8_376_chr1_54771955	neutral
chr1	54844276	54844277	H1hesc_5_808_chr1_54844395	neutral
chr1	54849166	54849167	Hepg2_8_365_chr1_54849175	neutral
chr1	54877696	54877697	K562_5_184_chr1_54877655	neutral
chr1	54883091	54883092	K562_8_343_chr1_54883075	neutral
chr1	54929176	54929177	K562_8_330_chr1_54929135	activating
chr1	54932736	54932737	K562_7_51_chr1_54932755	neutral
chr1	54941836	54941837	H1hesc_5_492_chr1_54941775	neutral
chr1	55260666	55260667	Hepg2_8_456_chr1_55260615	neutral
chr1	55301771	55301772	Hepg2_20_22_chr1_55301755	neutral
chr1	55312156	55312157	K562_18_6_chr1_55312295	neutral
chr1	55393411	55393412	K562_8_470_chr1_55393315	neutral
chr1	55501716	55501717	K562_12_327_chr1_55501735	neutral
chr1	55659216	55659217	K562_5_858_chr1_55659255	neutral
chr1	55783911	55783912	Huvec_5_321_chr1_55783975	neutral
chr1	55904731	55904732	Huvec_6_97_chr1_55904715	neutral
chr1	56601146	56601147	Huvec_6_26_chr1_56601135	neutral
chr1	56646676	56646677	Huvec_2_35_chr1_56646695	neutral
chr1	56796306	56796307	Hepg2_6_49_chr1_56796255	neutral
chr1	56875051	56875052	Hepg2_8_453_chr1_56874995	neutral
chr1	56914706	56914707	Huvec_7_13_chr1_56914755	neutral
chr1	56927111	56927112	Hepg2_5_247_chr1_56927215	activating
chr1	56936566	56936567	Hepg2_7_89_chr1_56936575	neutral
chr1	56998686	56998687	Hepg2_5_27_chr1_56998575	neutral
chr1	57030921	57030922	H1hesc_6_52_chr1_57030875	neutral
chr1	57374776	57374777	Hepg2_5_923_chr1_57374775	neutral
chr1	57483496	57483497	H1hesc_12_369_chr1_57483495	neutral
chr1	59058486	59058487	Huvec_5_888_chr1_59058395	neutral
chr1	59118456	59118457	Hepg2_12_73_chr1_59118455	activating
chr1	59218606	59218607	Hepg2_5_254_chr1_59218575	neutral
chr1	59247511	59247512	Hepg2_2_40_chr1_59247495	neutral
chr1	59270761	59270762	H1hesc_13_35_chr1_59270715	neutral
chr1	59316071	59316072	Huvec_6_76_chr1_59316155	neutral
chr1	59348931	59348932	Hepg2_5_388_chr1_59348915	activating
chr1	59359341	59359342	Huvec_5_90_chr1_59359355	neutral
chr1	59364896	59364897	Hepg2_5_836_chr1_59364995	neutral
chr1	59518101	59518102	Hepg2_8_412_chr1_59518035	neutral
chr1	59550136	59550137	H1hesc_8_556_chr1_59550055	neutral
chr1	59594056	59594057	K562_9_95_chr1_59594155	neutral
chr1	59649721	59649722	Hepg2_8_397_chr1_59649735	neutral
chr1	59684276	59684277	Hepg2_8_381_chr1_59684355	neutral
chr1	59703811	59703812	K562_9_292_chr1_59703775	neutral
chr1	60196766	60196767	Huvec_5_78_chr1_60196735	activating
chr1	60213566	60213567	Huvec_9_296_chr1_60213495	neutral
