chrom	start	end	region_id	values
chr12	54681415	54681416	intergenic|chr12:54680945-54681885	neutral
chr12	54686185	54686186	genic|chr12:54685785-54686585	neutral
chr12	54688145	54688146	genic|chr12:54687885-54688405	neutral
chr12	54688715	54688716	genic|chr12:54688465-54688965	neutral
chr12	54689695	54689696	promoter|chr12:54689425-54689965	activating
chr12	54690675	54690676	genic|chr12:54690425-54690925	neutral
chr12	54697595	54697596	intergenic|chr12:54697345-54697845	activating
chr12	54698285	54698286	intergenic|chr12:54698025-54698545	activating
chr12	54701025	54701026	intergenic|chr12:54700765-54701285	activating
chr12	54718794	54718795	promoter|chr12:54718465-54719123	neutral
chr12	54724855	54724856	genic|chr12:54724605-54725105	neutral
chr12	54730425	54730426	promoter|chr12:54730165-54730685	neutral
chr12	54731235	54731236	promoter|chr12:54730945-54731525	neutral
chr12	54746035	54746036	intergenic|chr12:54745785-54746285	neutral
chr12	54752125	54752126	genic|chr12:54751865-54752385	neutral
chr12	54758270	54758271	promoter|chr12:54758020-54758520	neutral
chr12	54761525	54761526	genic|chr12:54761265-54761785	neutral
chr12	54762155	54762156	genic|chr12:54761905-54762405	neutral
chr12	54762905	54762906	genic|chr12:54762425-54763385	neutral
chr12	54764205	54764206	genic|chr12:54763945-54764465	neutral
chr12	54770775	54770776	genic|chr12:54770505-54771045	neutral
chr12	54773055	54773056	genic|chr12:54772805-54773305	neutral
chr12	54773595	54773596	genic|chr12:54773325-54773865	neutral
chr12	54777135	54777136	genic|chr12:54776885-54777385	neutral
chr12	54778555	54778556	promoter|chr12:54778305-54778805	neutral
chr12	54782775	54782776	genic|chr12:54782505-54783045	neutral
chr12	54784385	54784386	promoter|chr12:54783945-54784825	neutral
chr12	54785142	54785143	promoter|chr12:54784839-54785445	neutral
chr12	54793285	54793286	genic|chr12:54793025-54793545	neutral
chr12	54798355	54798356	genic|chr12:54798085-54798625	neutral
chr12	54811195	54811196	genic|chr12:54810925-54811465	neutral
chr12	54813232	54813233	promoter|chr12:54812800-54813665	neutral
chr12	54817175	54817176	genic|chr12:54816905-54817445	neutral
chr12	54819515	54819516	genic|chr12:54819145-54819885	neutral
chr12	54821505	54821506	genic|chr12:54821185-54821825	neutral
chr12	54822705	54822706	genic|chr12:54822445-54822965	neutral
chr12	54826285	54826286	genic|chr12:54825905-54826665	neutral
chr12	54833515	54833516	genic|chr12:54833265-54833765	neutral
chr12	54842275	54842276	genic|chr12:54842025-54842525	neutral
chr12	54856985	54856986	genic|chr12:54856705-54857265	neutral
chr12	54867400	54867401	promoter|chr12:54867136-54867665	neutral
chr12	54869475	54869476	intergenic|chr12:54869225-54869725	neutral
chr12	54883895	54883896	intergenic|chr12:54883625-54884165	neutral
chr12	54891454	54891455	promoter|chr12:54891165-54891744	neutral
chr12	54892445	54892446	promoter|chr12:54892085-54892805	neutral
chr12	54921045	54921046	genic|chr12:54920785-54921305	neutral
chr12	54927245	54927246	genic|chr12:54926925-54927565	neutral
chr12	54954325	54954326	genic|chr12:54954065-54954585	neutral
chr12	54955227	54955228	promoter|chr12:54954977-54955477	neutral
chr12	54973675	54973676	genic|chr12:54973425-54973925	neutral
chr12	54990395	54990396	intergenic|chr12:54990145-54990645	neutral
chr12	54997125	54997126	intergenic|chr12:54996865-54997385	neutral
chr12	55052635	55052636	intergenic|chr12:55052345-55052925	neutral
chr12	55096195	55096196	intergenic|chr12:55095945-55096445	neutral
chr12	55143225	55143226	intergenic|chr12:55142965-55143485	neutral
chr12	55153675	55153676	intergenic|chr12:55153425-55153925	neutral
chr12	55248076	55248077	promoter|chr12:55247605-55248548	neutral
chr17	31237090	31237091	intergenic|chr17:31236825-31237345	activating
chr19	12313295	12313296	genic|chr19:12313025-12313565	neutral
chr19	12404775	12404776	genic|chr19:12404485-12405065	neutral
chr19	12405714	12405715	promoter|chr19:12405464-12405965	neutral
chr19	12444564	12444565	promoter|chr19:12444284-12444845	neutral
chr19	12475735	12475736	promoter|chr19:12475465-12476005	neutral
chr19	12476515	12476516	promoter|chr19:12476225-12476805	neutral
chr19	12512121	12512122	promoter|chr19:12511838-12512405	neutral
chr19	12522885	12522886	intergenic|chr19:12522625-12523145	neutral
chr19	12551940	12551941	promoter|chr19:12551676-12552205	neutral
chr19	12595653	12595654	promoter|chr19:12595382-12595925	neutral
chr19	12606235	12606236	intergenic|chr19:12605985-12606485	neutral
chr19	12632975	12632976	intergenic|chr19:12632705-12633245	neutral
chr19	12654785	12654786	genic|chr19:12654525-12655045	neutral
chr19	12662385	12662386	promoter|chr19:12662106-12662665	neutral
chr19	12675035	12675036	intergenic|chr19:12674785-12675285	neutral
chr19	12721677	12721678	promoter|chr19:12721373-12721981	neutral
chr19	12751085	12751086	intergenic|chr19:12750825-12751345	neutral
chr19	12758595	12758596	genic|chr19:12758305-12758885	neutral
chr19	12777596	12777597	promoter|chr19:12777325-12777867	neutral
chr19	12780435	12780436	promoter|chr19:12780145-12780725	neutral
chr19	12783015	12783016	genic|chr19:12782725-12783305	activating
chr19	12787325	12787326	genic|chr19:12787065-12787585	neutral
chr19	12792175	12792176	promoter|chr19:12791925-12792425	activating
chr19	12792718	12792719	promoter|chr19:12792451-12792985	activating
chr19	12807485	12807486	promoter|chr19:12807205-12807765	neutral
chr19	12814055	12814056	promoter|chr19:12813805-12814305	neutral
chr19	12827945	12827946	genic|chr19:12827685-12828205	neutral
chr19	12832965	12832966	promoter|chr19:12832705-12833225	neutral
chr19	12833555	12833556	promoter|chr19:12833305-12833805	neutral
chr19	12834802	12834803	promoter|chr19:12834545-12835060	neutral
chr19	12845582	12845583	promoter|chr19:12845325-12845839	activating
chr19	12848093	12848094	promoter|chr19:12847665-12848522	activating
chr19	12868545	12868546	genic|chr19:12868285-12868805	neutral
chr19	12871575	12871576	intergenic|chr19:12871305-12871845	neutral
chr19	12877065	12877066	genic|chr19:12876785-12877345	neutral
chr19	12886504	12886505	promoter|chr19:12886184-12886825	activating
chr19	12888585	12888586	intergenic|chr19:12888325-12888845	activating
chr19	12890245	12890246	intergenic|chr19:12889945-12890545	activating
chr19	12893545	12893546	intergenic|chr19:12893105-12893985	activating
chr19	12895525	12895526	intergenic|chr19:12895265-12895785	activating
chr19	12900905	12900906	intergenic|chr19:12900645-12901165	activating
chr19	12902282	12902283	promoter|chr19:12902005-12902559	neutral
chr19	12904415	12904416	intergenic|chr19:12904165-12904665	neutral
chr19	12907295	12907296	genic|chr19:12906845-12907745	neutral
chr19	12912699	12912700	promoter|chr19:12912425-12912974	activating
chr19	12926005	12926006	intergenic|chr19:12925705-12926305	neutral
chr19	12936345	12936346	genic|chr19:12935945-12936745	activating
chr19	12939415	12939416	genic|chr19:12939125-12939705	neutral
chr19	12941522	12941523	promoter|chr19:12941239-12941805	neutral
chr19	12943445	12943446	genic|chr19:12943165-12943725	neutral
chr19	12946295	12946296	promoter|chr19:12946045-12946545	neutral
chr19	12947275	12947276	intergenic|chr19:12947025-12947525	neutral
chr19	12949106	12949107	promoter|chr19:12948705-12949508	neutral
chr19	12951545	12951546	genic|chr19:12951265-12951825	neutral
chr19	12952175	12952176	genic|chr19:12951925-12952425	neutral
chr19	12958575	12958576	genic|chr19:12958325-12958825	activating
chr19	12978355	12978356	genic|chr19:12977965-12978745	activating
chr19	12983275	12983276	genic|chr19:12983025-12983525	neutral
chr19	12983915	12983916	genic|chr19:12983645-12984185	neutral
chr19	12992365	12992366	promoter|chr19:12992085-12992645	activating
chr19	12993635	12993636	intergenic|chr19:12993385-12993885	activating
chr19	12994685	12994686	intergenic|chr19:12994425-12994945	activating
chr19	12996075	12996076	genic|chr19:12995825-12996325	activating
chr19	12999955	12999956	intergenic|chr19:12999705-13000205	activating
chr19	13001848	13001849	promoter|chr19:13001505-13002192	activating
chr19	13019555	13019556	genic|chr19:13019305-13019805	neutral
chr19	13030130	13030131	promoter|chr19:13029836-13030425	neutral
chr19	13044596	13044597	promoter|chr19:13044308-13044885	neutral
chr19	13045235	13045236	promoter|chr19:13044985-13045485	neutral
chr19	13046055	13046056	intergenic|chr19:13045805-13046305	neutral
chr19	13047515	13047516	intergenic|chr19:13047265-13047765	neutral
chr19	13049344	13049345	promoter|chr19:13049025-13049663	neutral
chr19	13068081	13068082	promoter|chr19:13067818-13068345	neutral
chr19	13085265	13085266	genic|chr19:13085005-13085525	neutral
chr19	13088805	13088806	intergenic|chr19:13088545-13089065	neutral
chr19	13094575	13094576	intergenic|chr19:13094325-13094825	neutral
chr19	13096215	13096216	intergenic|chr19:13095965-13096465	neutral
chr19	13107555	13107556	genic|chr19:13107305-13107805	neutral
chr19	13124255	13124256	genic|chr19:13123985-13124525	neutral
chr19	13127505	13127506	genic|chr19:13127205-13127805	neutral
chr19	13133795	13133796	genic|chr19:13133545-13134045	neutral
chr19	13145045	13145046	genic|chr19:13144765-13145325	neutral
chr19	13162555	13162556	genic|chr19:13162305-13162805	neutral
chr19	13172345	13172346	genic|chr19:13172085-13172605	neutral
chr19	13180615	13180616	genic|chr19:13180365-13180865	neutral
chr19	13190475	13190476	genic|chr19:13190225-13190725	neutral
chr19	13204765	13204766	genic|chr19:13204505-13205025	neutral
chr19	13213885	13213886	promoter|chr19:13213425-13214345	neutral
chr19	13215435	13215436	genic|chr19:13215145-13215725	activating
chr19	13228988	13228989	promoter|chr19:13228625-13229351	neutral
chr19	13229735	13229736	promoter|chr19:13229485-13229985	neutral
chr19	13261234	13261235	promoter|chr19:13260938-13261531	neutral
chr19	13262615	13262616	genic|chr19:13262245-13262985	neutral
chr19	13266505	13266506	intergenic|chr19:13266245-13266765	neutral
chr19	13273875	13273876	intergenic|chr19:13273605-13274145	neutral
chr19	13283345	13283346	intergenic|chr19:13283085-13283605	neutral
chr19	13302175	13302176	intergenic|chr19:13301925-13302425	neutral
chr19	13305535	13305536	intergenic|chr19:13305225-13305845	neutral
chr19	13323835	13323836	genic|chr19:13323585-13324085	neutral
chr19	13345505	13345506	genic|chr19:13345245-13345765	neutral
chr19	13358805	13358806	genic|chr19:13358545-13359065	neutral
chr19	13372075	13372076	genic|chr19:13371805-13372345	neutral
chr19	13373415	13373416	genic|chr19:13373145-13373685	neutral
chr19	13388115	13388116	genic|chr19:13387865-13388365	neutral
chr19	13388985	13388986	genic|chr19:13388705-13389265	neutral
chr19	13492915	13492916	genic|chr19:13492665-13493165	neutral
chr19	13507615	13507616	genic|chr19:13507325-13507905	neutral
chr19	13512425	13512426	genic|chr19:13512165-13512685	neutral
chr19	13539405	13539406	genic|chr19:13539145-13539665	neutral
chr19	13648535	13648536	intergenic|chr19:13648285-13648785	neutral
chr19	13694075	13694076	intergenic|chr19:13693805-13694345	neutral
chr19	44278778	44278779	genic|chr19:44277805-44279085	activating
chr19	48812755	48812756	genic|chr19:48812505-48813005	neutral
chr19	48817815	48817816	genic|chr19:48817545-48818085	neutral
chr19	48824655	48824656	intergenic|chr19:48824385-48824925	neutral
chr19	48825285	48825286	intergenic|chr19:48824985-48825585	neutral
chr19	48828691	48828692	promoter|chr19:48828378-48829005	neutral
chr19	48829365	48829366	promoter|chr19:48829105-48829625	neutral
chr19	48836255	48836256	genic|chr19:48835885-48836625	neutral
chr19	48837335	48837336	genic|chr19:48837085-48837585	neutral
chr19	48842845	48842846	genic|chr19:48842585-48843105	neutral
chr19	48848315	48848316	genic|chr19:48848065-48848565	neutral
chr19	48854715	48854716	genic|chr19:48854445-48854985	neutral
chr19	48858025	48858026	genic|chr19:48857765-48858285	neutral
chr19	48860505	48860506	genic|chr19:48860245-48860765	neutral
chr19	48867482	48867483	promoter|chr19:48867065-48867900	neutral
chr19	48882565	48882566	intergenic|chr19:48882305-48882825	neutral
chr19	48888555	48888556	genic|chr19:48888265-48888845	neutral
chr19	48894015	48894016	genic|chr19:48893765-48894265	neutral
chr19	48902175	48902176	genic|chr19:48901785-48902565	neutral
chr19	48907025	48907026	genic|chr19:48906765-48907285	neutral
chr19	48918875	48918876	genic|chr19:48918625-48919125	neutral
chr19	48922115	48922116	genic|chr19:48921865-48922365	neutral
chr19	48926965	48926966	genic|chr19:48926705-48927225	neutral
chr19	48928185	48928186	genic|chr19:48927925-48928445	neutral
chr19	48965785	48965786	genic|chr19:48965525-48966045	neutral
chr19	48972389	48972390	promoter|chr19:48972065-48972714	neutral
chr19	48994725	48994726	genic|chr19:48994265-48995185	neutral
chr19	48996195	48996196	genic|chr19:48995945-48996445	neutral
chr19	48996755	48996756	genic|chr19:48996485-48997025	neutral
chr19	49005325	49005326	genic|chr19:49004845-49005805	neutral
chr19	49013985	49013986	genic|chr19:49013725-49014245	neutral
chr19	49017255	49017256	intergenic|chr19:49016965-49017545	neutral
chr19	49057275	49057276	genic|chr19:49057025-49057525	neutral
chr19	49061625	49061626	genic|chr19:49061365-49061885	neutral
chr19	49066655	49066656	genic|chr19:49066245-49067065	neutral
chr19	49068435	49068436	genic|chr19:49068145-49068725	neutral
chr19	49071785	49071786	genic|chr19:49071505-49072065	neutral
chr19	49078095	49078096	genic|chr19:49077845-49078345	neutral
chr19	49087655	49087656	genic|chr19:49087405-49087905	neutral
chr19	49092335	49092336	genic|chr19:49092065-49092605	neutral
chr19	49105055	49105056	genic|chr19:49104805-49105305	neutral
chr19	49122611	49122612	promoter|chr19:49122297-49122925	neutral
chr19	49127475	49127476	promoter|chr19:49127205-49127745	neutral
chr19	49136815	49136816	genic|chr19:49136565-49137065	neutral
chr19	49137875	49137876	genic|chr19:49137625-49138125	neutral
chr19	49138695	49138696	genic|chr19:49138385-49139005	neutral
chr19	49142375	49142376	genic|chr19:49142125-49142625	neutral
chr19	49148215	49148216	genic|chr19:49147965-49148465	neutral
chr19	49154755	49154756	genic|chr19:49154505-49155005	neutral
chr19	49156095	49156096	genic|chr19:49155845-49156345	neutral
chr19	49164435	49164436	genic|chr19:49164145-49164725	neutral
chr19	49178805	49178806	genic|chr19:49178545-49179065	neutral
chr19	49181635	49181636	genic|chr19:49181385-49181885	neutral
chr19	49184495	49184496	genic|chr19:49184245-49184745	neutral
chr19	49188965	49188966	intergenic|chr19:49188705-49189225	neutral
chr19	49201515	49201516	genic|chr19:49201245-49201785	neutral
chr19	49217575	49217576	genic|chr19:49217245-49217905	neutral
chr19	49224035	49224036	genic|chr19:49223765-49224305	activating
chr19	49228315	49228316	genic|chr19:49228065-49228565	neutral
chr19	49240805	49240806	genic|chr19:49240545-49241065	neutral
chr19	49242035	49242036	genic|chr19:49241785-49242285	neutral
chr19	49248625	49248626	promoter|chr19:49248365-49248885	activating
chr19	49250375	49250376	promoter|chr19:49249985-49250765	neutral
chr19	49251355	49251356	genic|chr19:49251085-49251625	neutral
chr19	49258785	49258786	promoter|chr19:49258505-49259065	neutral
chr19	49269255	49269256	intergenic|chr19:49269005-49269505	neutral
chr19	49277895	49277896	intergenic|chr19:49277645-49278145	neutral
chr19	49284365	49284366	intergenic|chr19:49284045-49284685	activating
chr19	49288025	49288026	intergenic|chr19:49287765-49288285	neutral
chr19	49291585	49291586	intergenic|chr19:49291305-49291865	neutral
chr19	49298805	49298806	genic|chr19:49298545-49299065	neutral
chr19	49314347	49314348	promoter|chr19:49314070-49314625	neutral
chr19	49315635	49315636	intergenic|chr19:49315365-49315905	activating
chr19	49319435	49319436	genic|chr19:49319185-49319685	neutral
chr19	49322945	49322946	genic|chr19:49322685-49323205	neutral
chr19	49333585	49333586	genic|chr19:49333325-49333845	neutral
chr19	49339145	49339146	genic|chr19:49338885-49339405	neutral
chr19	49346045	49346046	genic|chr19:49345685-49346405	neutral
chr19	49347905	49347906	genic|chr19:49347645-49348165	neutral
chr19	49362015	49362016	genic|chr19:49361765-49362265	neutral
chr19	49362685	49362686	genic|chr19:49362425-49362945	neutral
chr19	49363495	49363496	genic|chr19:49363225-49363765	neutral
chr19	49370545	49370546	genic|chr19:49370285-49370805	neutral
chr19	49376335	49376336	promoter|chr19:49376085-49376585	neutral
chr19	49381705	49381706	intergenic|chr19:49381225-49382185	activating
chr19	49391635	49391636	genic|chr19:49391365-49391905	neutral
chr19	49393995	49393996	genic|chr19:49393745-49394245	neutral
chr19	49395345	49395346	genic|chr19:49395065-49395625	neutral
chr19	49399625	49399626	genic|chr19:49399345-49399905	neutral
chr19	49402245	49402246	promoter|chr19:49401746-49402745	activating
chr19	49403390	49403391	promoter|chr19:49403056-49403725	neutral
chr19	49422241	49422242	promoter|chr19:49421898-49422585	neutral
chr19	49430315	49430316	intergenic|chr19:49430065-49430565	neutral
chr19	49436886	49436887	promoter|chr19:49436585-49437188	neutral
chr19	49446545	49446546	genic|chr19:49446285-49446805	neutral
chr19	49454565	49454566	intergenic|chr19:49454265-49454865	neutral
chr19	49458055	49458056	promoter|chr19:49457745-49458366	neutral
chr19	49465765	49465766	intergenic|chr19:49465505-49466025	activating
chr19	49467215	49467216	intergenic|chr19:49466965-49467465	activating
chr19	49469255	49469256	promoter|chr19:49469005-49469505	neutral
chr19	49471255	49471256	genic|chr19:49470805-49471705	neutral
chr19	49473305	49473306	genic|chr19:49473045-49473565	neutral
chr19	49474345	49474346	genic|chr19:49474085-49474605	activating
chr19	49479615	49479616	genic|chr19:49479345-49479885	neutral
chr19	49482335	49482336	genic|chr19:49482085-49482585	neutral
chr19	49487035	49487036	genic|chr19:49486785-49487285	neutral
chr19	49495635	49495636	genic|chr19:49495365-49495905	neutral
chr19	49496852	49496853	promoter|chr19:49496360-49497345	neutral
chr19	49521135	49521136	intergenic|chr19:49520885-49521385	neutral
chr19	49535101	49535102	promoter|chr19:49534785-49535418	neutral
chr19	49540223	49540224	promoter|chr19:49539941-49540505	neutral
chr19	49542065	49542066	intergenic|chr19:49541805-49542325	neutral
chr19	49559236	49559237	promoter|chr19:49558747-49559725	neutral
chr19	49575235	49575236	genic|chr19:49574965-49575505	neutral
chr19	49578305	49578306	intergenic|chr19:49578045-49578565	neutral
chr19	49584715	49584716	intergenic|chr19:49584465-49584965	neutral
chr19	49588495	49588496	promoter|chr19:49588146-49588845	neutral
chr19	49601225	49601226	genic|chr19:49600945-49601505	neutral
chr19	49610005	49610006	genic|chr19:49609745-49610265	neutral
chr19	49613985	49613986	intergenic|chr19:49613725-49614245	neutral
chr19	49620005	49620006	genic|chr19:49619745-49620265	neutral
chr19	49631415	49631416	genic|chr19:49631065-49631765	neutral
chr19	49632725	49632726	genic|chr19:49632465-49632985	neutral
chr19	49636895	49636896	genic|chr19:49636645-49637145	neutral
chr19	49639475	49639476	genic|chr19:49639205-49639745	neutral
chr19	49646335	49646336	genic|chr19:49646085-49646585	neutral
chr19	49651385	49651386	genic|chr19:49650945-49651825	neutral
chr19	49652895	49652896	genic|chr19:49652425-49653365	neutral
chr19	49653805	49653806	genic|chr19:49653525-49654085	neutral
chr19	49655035	49655036	genic|chr19:49654785-49655285	neutral
chr19	49661235	49661236	promoter|chr19:49660745-49661725	neutral
chr19	49665475	49665476	genic|chr19:49665225-49665725	neutral
chr19	49680475	49680476	genic|chr19:49680225-49680725	neutral
chr19	49702305	49702306	genic|chr19:49702045-49702565	neutral
chr19	49703755	49703756	genic|chr19:49703485-49704025	neutral
chr19	49711475	49711476	genic|chr19:49710985-49711965	neutral
chr19	49713655	49713656	genic|chr19:49713185-49714125	neutral
chr19	49717245	49717246	intergenic|chr19:49716965-49717525	neutral
chr19	49728285	49728286	intergenic|chr19:49728025-49728545	neutral
chr19	49729435	49729436	intergenic|chr19:49729185-49729685	neutral
chr19	49770345	49770346	intergenic|chr19:49770065-49770625	neutral
chr19	49804685	49804686	genic|chr19:49804405-49804965	neutral
chr19	49831305	49831306	intergenic|chr19:49831025-49831585	neutral
chr19	49834985	49834986	intergenic|chr19:49834705-49835265	neutral
chr19	49838505	49838506	promoter|chr19:49838085-49838926	neutral
chr19	49842335	49842336	genic|chr19:49842065-49842605	neutral
chr19	49843695	49843696	genic|chr19:49843445-49843945	neutral
chr19	49851265	49851266	genic|chr19:49851005-49851525	neutral
chr19	49867018	49867019	promoter|chr19:49866745-49867291	neutral
chr19	49891406	49891407	promoter|chr19:49891088-49891724	neutral
chr19	49895315	49895316	genic|chr19:49895045-49895585	neutral
chr3	127292945	127292946	genic|chr3:127292685-127293205	neutral
chr3	127293985	127293986	promoter|chr3:127293725-127294245	neutral
chr3	127303555	127303556	genic|chr3:127303265-127303845	neutral
chr3	127309638	127309639	promoter|chr3:127309352-127309925	neutral
chr3	127314385	127314386	intergenic|chr3:127314125-127314645	neutral
chr3	127317197	127317198	promoter|chr3:127316945-127317449	neutral
chr3	127347918	127347919	promoter|chr3:127347585-127348251	neutral
chr3	127349155	127349156	genic|chr3:127348905-127349405	neutral
chr3	127353695	127353696	genic|chr3:127353445-127353945	neutral
chr3	127391755	127391756	promoter|chr3:127391465-127392045	neutral
chr3	127415185	127415186	genic|chr3:127414885-127415485	neutral
chr3	127420225	127420226	genic|chr3:127419965-127420485	neutral
chr3	127421175	127421176	genic|chr3:127420905-127421445	neutral
chr3	127426035	127426036	genic|chr3:127425785-127426285	neutral
chr3	127448515	127448516	genic|chr3:127448265-127448765	neutral
chr3	127609595	127609596	intergenic|chr3:127609345-127609845	neutral
chr3	127730215	127730216	intergenic|chr3:127729945-127730485	neutral
chr3	127771153	127771154	promoter|chr3:127770845-127771461	neutral
chr3	127786575	127786576	genic|chr3:127786325-127786825	neutral
chr3	127787115	127787116	genic|chr3:127786865-127787365	neutral
chr3	127794613	127794614	promoter|chr3:127794325-127794902	neutral
chr3	127796045	127796046	genic|chr3:127795605-127796485	neutral
chr3	127799325	127799326	genic|chr3:127799065-127799585	neutral
chr3	127842755	127842756	promoter|chr3:127842505-127843005	neutral
chr3	127847315	127847316	genic|chr3:127847065-127847565	neutral
chr3	127852635	127852636	genic|chr3:127852385-127852885	neutral
chr3	127864515	127864516	genic|chr3:127864025-127865005	neutral
chr3	127889955	127889956	genic|chr3:127889705-127890205	neutral
chr3	127909545	127909546	genic|chr3:127909265-127909825	neutral
chr3	127912715	127912716	genic|chr3:127912465-127912965	neutral
chr3	127914415	127914416	genic|chr3:127914145-127914685	neutral
chr3	127945845	127945846	genic|chr3:127945565-127946125	neutral
